event_id,session_id,event_type,timestamp
10219,8955,quiz_submitted,2025-03-12 02:38:04.476875
10220,292,quiz_submitted,2025-11-10 06:02:58.835453
10221,7810,quiz_submitted,2025-01-21 04:42:03.202359
10222,1135,lesson_started,2025-10-22 03:58:57.644477
10223,2674,video_completed,2025-02-05 17:34:55.289396
10224,5391,lesson_completed,2025-12-21 23:24:53.348474
10225,5891,quiz_submitted,2025-12-02 01:05:06.000843
10226,3941,lesson_started,2025-08-15 15:33:13.864232
10227,5711,quiz_submitted,2025-12-07 15:24:23.723420
10228,13729,lesson_started,2025-09-02 16:33:37.692771
10229,12174,lesson_started,2025-10-15 02:04:02.664311
10230,4996,lesson_started,2025-04-01 14:58:51.573228
10231,13676,quiz_submitted,2025-08-31 17:57:28.352755
10232,5585,lesson_completed,2025-11-10 01:37:25.287936
10233,9605,lesson_started,2025-01-25 03:01:58.890064
10234,2164,video_completed,2025-09-25 06:20:47.368971
10235,3066,quiz_submitted,2025-06-18 22:22:07.880137
10236,3437,lesson_started,2025-06-04 20:15:15.290098
10237,13505,doubt_raised,2025-11-11 11:20:51.249332
10238,9082,lesson_completed,2025-03-13 05:19:07.125489
10239,8302,lesson_completed,2025-03-25 20:42:51.664003
10240,11366,video_completed,2025-04-19 23:19:08.829249
10241,12293,lesson_completed,2025-07-12 08:27:34.188430
10242,12034,lesson_started,2025-04-05 20:58:50.925560
10243,461,quiz_submitted,2025-04-07 03:00:09.596215
10244,1586,quiz_submitted,2025-06-10 11:41:38.231353
10245,10821,lesson_completed,2025-09-02 17:41:04.919739
10246,661,video_completed,2025-03-20 18:32:49.802293
10247,651,doubt_raised,2025-02-11 11:52:14.834586
10248,799,quiz_submitted,2025-07-07 09:29:21.434305
10249,13872,doubt_raised,2025-12-27 01:07:44.591729
10250,13398,video_completed,2025-08-21 02:20:35.746269
10251,7702,quiz_submitted,2025-05-24 02:53:15.191624
10252,9308,video_completed,2025-04-17 01:28:33.717897
10253,12559,video_completed,2025-10-15 14:13:08.081086
10254,10134,quiz_submitted,2025-06-03 11:30:17.179312
10255,13837,lesson_started,2025-05-02 13:06:54.245977
10256,2908,doubt_raised,2025-05-25 08:05:59.100071
10257,8308,lesson_completed,2025-04-16 01:01:47.135970
10258,12756,video_completed,2025-12-01 05:40:26.909541
10259,2661,lesson_started,2025-07-05 23:33:55.788684
10260,11946,video_completed,2025-03-06 17:55:30.340831
10261,3429,video_completed,2025-09-17 06:31:41.871221
10262,7248,lesson_completed,2025-04-19 23:13:27.554158
10263,14781,lesson_completed,2025-07-23 21:14:15.375070
10264,2040,lesson_started,2025-08-25 10:11:14.147997
10265,5042,doubt_raised,2025-11-11 01:11:59.713659
10266,4011,lesson_completed,2025-05-13 15:08:20.963408
10267,11255,lesson_started,2025-02-15 10:34:44.124608
10268,10525,lesson_started,2025-02-10 14:08:20.913142
10269,3691,doubt_raised,2025-11-01 13:28:05.290070
10270,5581,quiz_submitted,2025-11-25 20:25:12.724496
10271,12590,lesson_completed,2025-08-04 21:43:27.097141
10272,5402,video_completed,2025-09-03 19:08:28.816982
10273,9109,lesson_completed,2025-11-16 09:36:04.979746
10274,11252,video_completed,2025-03-28 17:21:39.360065
10275,3575,lesson_started,2025-09-01 04:55:56.942882
10276,4154,quiz_submitted,2025-07-30 14:33:05.867923
10277,13736,video_completed,2025-08-24 11:44:07.552008
10278,3378,video_completed,2025-03-12 22:37:57.616145
10279,12177,quiz_submitted,2025-08-10 18:58:51.384590
10280,10322,video_completed,2025-01-29 08:58:53.792964
10281,12927,video_completed,2025-12-04 22:17:23.682527
10282,1827,quiz_submitted,2025-08-25 04:41:43.219804
10283,12607,lesson_started,2025-01-09 11:32:44.324220
10284,3239,video_completed,2025-06-24 16:19:23.403616
10285,5199,lesson_completed,2025-02-10 17:11:26.572949
10286,5693,lesson_started,2025-08-10 03:31:50.178316
10287,14078,video_completed,2025-03-03 08:43:43.845768
10288,3804,lesson_started,2025-07-23 00:54:59.591072
10289,5628,lesson_completed,2025-12-16 14:58:00.615811
10290,115,video_completed,2025-03-08 06:05:45.522412
10291,12768,video_completed,2025-12-13 16:33:39.472211
10292,12100,quiz_submitted,2025-10-17 09:51:25.770807
10293,9519,doubt_raised,2025-03-24 01:31:25.486203
10294,10683,quiz_submitted,2025-06-05 04:45:21.381330
10295,11848,lesson_started,2025-12-25 11:31:15.463240
10296,14491,lesson_started,2025-11-18 04:41:07.694341
10297,9723,lesson_started,2025-02-12 10:37:01.992367
10298,12799,doubt_raised,2025-04-06 20:36:38.029505
10299,6164,video_completed,2025-10-25 05:44:27.237866
10300,5075,lesson_started,2025-01-13 06:45:13.312692
10301,4198,lesson_completed,2025-03-23 12:02:34.338575
10302,9458,video_completed,2025-06-08 03:35:36.704801
10303,3113,lesson_started,2025-08-08 10:14:05.519772
10304,3371,lesson_started,2025-10-24 10:43:51.775152
10305,4243,lesson_started,2025-02-08 16:11:51.269901
10306,7043,video_completed,2025-09-04 14:19:55.771631
10307,1508,video_completed,2025-04-13 09:57:26.954841
10308,7494,quiz_submitted,2025-08-04 03:32:32.818821
10309,12241,lesson_completed,2025-04-03 10:22:51.527027
10310,14307,lesson_started,2025-05-08 16:16:08.294407
10311,7947,lesson_started,2025-10-02 07:53:26.801350
10312,6154,lesson_completed,2025-02-09 19:18:48.656895
10313,13722,lesson_completed,2025-04-09 14:21:26.993592
10314,10472,doubt_raised,2025-06-10 12:46:21.915315
10315,7463,lesson_completed,2025-05-24 12:07:59.755361
10316,14585,video_completed,2025-12-01 10:23:44.618368
10317,14096,lesson_completed,2025-12-07 16:25:18.431037
10318,10447,lesson_started,2025-07-14 09:47:46.012633
10319,12986,doubt_raised,2025-06-23 10:58:22.908085
10320,4068,lesson_started,2025-04-19 05:18:38.357762
10321,3042,quiz_submitted,2025-05-24 10:05:35.014416
10322,4125,quiz_submitted,2025-08-08 22:55:02.429821
10323,5303,doubt_raised,2025-02-12 10:16:27.560142
10324,6832,lesson_completed,2025-05-07 15:50:19.624203
10325,5265,lesson_started,2025-01-29 07:07:50.982396
10326,7450,video_completed,2025-06-19 19:59:32.135132
10327,14293,lesson_started,2025-11-12 00:21:35.699335
10328,11972,lesson_started,2025-11-14 16:12:58.037149
10329,12346,lesson_completed,2025-07-02 12:09:12.933038
10330,1720,quiz_submitted,2025-07-19 03:38:24.575790
10331,13410,lesson_started,2025-04-23 20:48:31.900697
10332,335,video_completed,2025-07-26 10:33:47.371463
10333,10470,video_completed,2025-07-12 18:51:34.468158
10334,903,video_completed,2025-05-31 22:53:19.158245
10335,6329,video_completed,2025-01-27 23:37:34.494687
10336,972,video_completed,2025-12-21 00:32:58.111769
10337,10103,quiz_submitted,2025-12-11 15:12:28.486540
10338,929,quiz_submitted,2025-02-24 08:30:50.858027
10339,8981,quiz_submitted,2025-05-05 03:46:59.674460
10340,10759,lesson_completed,2025-06-19 00:15:11.603484
10341,3106,doubt_raised,2025-07-26 18:14:59.828171
10342,13882,lesson_started,2025-02-27 13:23:11.642975
10343,9458,lesson_started,2025-06-08 04:26:40.208328
10344,12919,lesson_started,2025-04-10 07:02:30.715363
10345,14852,quiz_submitted,2025-09-20 17:37:12.562115
10346,350,video_completed,2025-05-03 17:30:27.169930
10347,10263,quiz_submitted,2025-05-18 18:48:40.362020
10348,4169,lesson_completed,2025-11-05 06:14:43.237136
10349,13720,quiz_submitted,2025-05-23 16:48:05.625242
10350,263,lesson_completed,2025-11-07 13:24:31.952551
10351,8994,lesson_started,2025-07-08 13:07:58.400383
10352,1480,lesson_started,2025-09-08 01:35:17.210843
10353,9455,lesson_completed,2025-06-30 07:39:58.722552
10354,5641,lesson_started,2025-05-31 00:01:20.460933
10355,11085,video_completed,2025-12-19 09:44:59.045287
10356,12432,quiz_submitted,2025-06-08 10:05:19.893447
10357,11618,quiz_submitted,2025-02-24 17:08:48.130296
10358,7418,lesson_started,2025-10-02 11:40:56.305944
10359,809,lesson_started,2025-07-11 23:38:29.897724
10360,10252,doubt_raised,2025-11-04 22:58:45.844277
10361,3889,quiz_submitted,2025-08-11 19:29:20.854523
10362,7223,quiz_submitted,2025-04-06 00:58:29.773687
10363,26,lesson_started,2025-03-25 06:31:52.264691
10364,3293,video_completed,2025-10-27 00:45:16.779194
10365,616,quiz_submitted,2025-01-17 22:01:59.914132
10366,13919,quiz_submitted,2025-05-08 23:40:16.974718
10367,7311,lesson_completed,2025-12-22 09:16:28.141427
10368,9368,lesson_completed,2025-04-05 16:38:40.213491
10369,10585,quiz_submitted,2025-08-29 11:00:46.093539
10370,8525,doubt_raised,2025-05-30 14:45:48.812832
10371,12525,quiz_submitted,2025-03-08 04:24:13.736417
10372,8104,quiz_submitted,2025-08-21 04:46:45.058197
10373,12072,lesson_started,2025-09-26 15:18:40.393533
10374,10009,lesson_started,2025-01-13 01:43:30.870138
10375,6491,doubt_raised,2025-02-07 23:32:53.113937
10376,4930,lesson_started,2025-12-01 18:29:15.654184
10377,2184,lesson_completed,2025-01-04 16:21:18.591758
10378,3428,lesson_completed,2025-05-26 23:01:45.771021
10379,10789,video_completed,2025-07-25 03:39:49.136129
10380,1657,video_completed,2025-07-01 14:03:29.399717
10381,1557,lesson_completed,2025-07-17 13:36:09.153438
10382,14944,lesson_started,2025-04-16 12:07:56.465064
10383,350,lesson_completed,2025-05-03 17:09:40.942666
10384,14266,lesson_started,2025-08-25 10:45:34.976402
10385,3384,quiz_submitted,2025-03-31 12:16:28.237183
10386,3554,lesson_started,2025-07-24 22:17:05.177344
10387,795,quiz_submitted,2025-11-14 12:15:24.480333
10388,8445,quiz_submitted,2025-01-10 17:39:39.647663
10389,1966,lesson_completed,2025-04-24 01:45:01.299319
10390,9024,lesson_started,2025-12-09 11:51:05.872452
10391,8229,quiz_submitted,2025-06-25 10:33:50.790642
10392,14864,quiz_submitted,2025-11-17 10:13:23.407840
10393,12918,video_completed,2025-06-21 10:54:55.854317
10394,14102,quiz_submitted,2025-12-09 09:34:32.984346
10395,3231,lesson_started,2025-05-06 17:57:30.007811
10396,11788,lesson_completed,2025-11-06 06:48:32.991924
10397,3814,quiz_submitted,2025-03-29 14:48:27.185429
10398,13603,lesson_completed,2025-06-18 02:30:18.430055
10399,8958,quiz_submitted,2025-10-06 12:40:37.257290
10400,1902,lesson_started,2025-01-10 23:28:20.076392
10401,13336,doubt_raised,2025-05-24 08:25:59.365074
10402,13566,lesson_completed,2025-05-07 20:37:22.354533
10403,4358,doubt_raised,2025-12-28 17:32:53.783897
10404,13239,video_completed,2025-09-16 04:18:15.651121
10405,5050,quiz_submitted,2025-08-26 15:31:24.112848
10406,11266,quiz_submitted,2025-04-03 14:44:17.450552
10407,9040,video_completed,2025-12-08 09:31:51.882469
10408,11518,lesson_started,2025-03-13 16:46:20.357788
10409,5899,video_completed,2025-07-29 10:14:49.637233
10410,3970,doubt_raised,2025-08-08 21:12:46.542678
10411,12571,video_completed,2025-12-01 01:36:11.326713
10412,4501,lesson_started,2025-09-19 15:16:20.531467
10413,1514,quiz_submitted,2025-06-26 21:43:10.081035
10414,4616,lesson_started,2025-07-17 17:44:21.474056
10415,3380,quiz_submitted,2025-03-28 04:20:21.618910
10416,8238,lesson_completed,2025-06-24 08:10:33.509045
10417,2062,doubt_raised,2025-07-19 12:36:30.744447
10418,6452,lesson_started,2025-01-29 06:15:50.185270
10419,565,lesson_started,2025-05-20 20:52:18.872868
10420,4499,quiz_submitted,2025-04-17 23:32:28.746531
10421,14556,lesson_started,2025-05-15 13:02:41.345580
10422,11864,doubt_raised,2025-06-19 09:24:34.849017
10423,5916,lesson_started,2025-12-21 14:30:19.465101
10424,7410,video_completed,2025-08-02 03:44:35.465857
10425,175,lesson_completed,2025-05-14 04:29:57.611161
10426,11374,quiz_submitted,2025-11-08 15:41:43.849080
10427,7500,quiz_submitted,2025-09-07 12:34:03.189770
10428,9302,quiz_submitted,2025-05-30 10:28:04.766255
10429,5386,lesson_completed,2025-04-05 14:53:14.396524
10430,4148,doubt_raised,2025-07-17 15:06:08.273087
10431,2832,lesson_started,2025-11-23 12:02:20.826376
10432,4080,doubt_raised,2025-11-02 15:02:06.415021
10433,9889,lesson_completed,2025-09-08 15:48:50.965974
10434,13880,doubt_raised,2025-12-01 17:02:47.678468
10435,6060,quiz_submitted,2025-12-04 15:10:02.085315
10436,13583,lesson_completed,2025-05-20 13:30:58.176962
10437,6147,video_completed,2025-07-27 22:52:52.677590
10438,10484,lesson_started,2025-06-20 11:32:30.961137
10439,1763,video_completed,2025-12-16 13:12:01.742892
10440,455,doubt_raised,2025-02-01 02:19:50.403890
10441,4118,quiz_submitted,2025-07-17 21:17:17.184311
10442,8487,lesson_completed,2025-09-22 06:30:33.600359
10443,481,lesson_started,2025-03-27 16:21:07.372577
10444,9231,lesson_completed,2025-12-06 05:48:44.905280
10445,6241,lesson_started,2025-03-12 01:10:17.316656
10446,5247,lesson_completed,2025-08-01 21:55:28.519938
10447,1162,lesson_started,2025-11-29 18:24:03.059564
10448,7417,quiz_submitted,2025-01-29 00:43:02.634920
10449,3908,lesson_completed,2025-10-29 09:31:39.290810
10450,11966,video_completed,2025-04-12 00:21:34.276953
10451,4913,lesson_completed,2025-05-16 23:02:18.962422
10452,12444,doubt_raised,2025-12-13 12:38:09.931645
10453,4842,video_completed,2025-04-02 18:57:02.620199
10454,7242,lesson_started,2025-02-28 21:16:48.061176
10455,10226,lesson_completed,2025-03-21 05:50:23.832236
10456,4071,lesson_started,2025-08-11 09:34:12.941663
10457,13004,video_completed,2025-06-15 21:05:54.721265
10458,1123,quiz_submitted,2025-07-24 03:45:57.790931
10459,2442,quiz_submitted,2025-07-27 04:25:59.694958
10460,13617,lesson_started,2025-10-28 02:16:08.636840
10461,5262,video_completed,2025-12-05 22:43:21.095462
10462,11044,lesson_completed,2025-12-22 17:08:00.540876
10463,12722,doubt_raised,2025-02-16 09:31:03.164245
10464,6833,lesson_started,2025-09-10 19:49:40.157013
10465,7687,quiz_submitted,2025-03-23 13:07:45.495336
10466,3343,lesson_started,2025-01-01 07:55:24.080921
10467,4323,lesson_started,2025-09-26 11:33:23.417730
10468,10742,lesson_started,2025-06-19 12:09:12.317758
10469,10859,lesson_started,2025-08-18 13:51:37.083341
10470,14877,lesson_completed,2025-07-23 19:12:54.767048
10471,628,video_completed,2025-01-08 03:14:38.433245
10472,6182,quiz_submitted,2025-07-19 03:17:57.353943
10473,14267,lesson_completed,2025-08-19 20:31:19.437805
10474,12077,lesson_completed,2025-01-24 18:23:36.601919
10475,10730,lesson_started,2025-11-21 19:40:13.069044
10476,13397,lesson_started,2025-01-22 07:22:51.342096
10477,4561,doubt_raised,2025-02-15 00:03:45.462538
10478,2326,lesson_started,2025-09-15 21:38:52.709633
10479,8720,doubt_raised,2025-03-30 21:08:43.030528
10480,10370,lesson_started,2025-12-28 04:17:40.480367
10481,11232,lesson_completed,2025-04-30 05:08:42.145960
10482,14879,quiz_submitted,2025-12-07 10:53:43.587041
10483,8010,quiz_submitted,2025-07-11 15:33:31.927589
10484,9626,quiz_submitted,2025-04-22 03:06:45.161796
10485,1171,lesson_started,2025-02-17 16:38:24.728194
10486,4546,lesson_completed,2025-10-16 22:14:03.846479
10487,4700,lesson_started,2025-11-27 11:25:50.953914
10488,13875,lesson_started,2025-01-30 21:02:11.695742
10489,14078,doubt_raised,2025-03-03 07:40:53.595716
10490,10253,lesson_started,2025-04-01 20:07:17.877873
10491,3432,doubt_raised,2025-10-24 17:41:01.798706
10492,13594,doubt_raised,2025-08-22 23:30:29.767360
10493,14934,lesson_started,2025-04-16 23:42:31.982707
10494,8579,video_completed,2025-02-27 07:01:28.481318
10495,4828,lesson_completed,2025-07-18 11:15:15.106299
10496,4301,lesson_started,2025-12-28 12:31:57.808826
10497,1086,lesson_started,2025-10-11 00:54:26.433089
10498,7941,quiz_submitted,2025-07-26 12:25:05.567159
10499,4648,video_completed,2025-07-31 13:11:34.488473
10500,13310,lesson_started,2025-01-31 05:44:52.133837
10501,789,lesson_completed,2025-06-02 06:59:27.793432
10502,10702,lesson_completed,2025-05-08 23:16:51.240745
10503,7364,lesson_started,2025-06-14 10:16:35.200228
10504,5320,doubt_raised,2025-07-19 21:37:09.190275
10505,5148,quiz_submitted,2025-03-30 12:53:33.251980
10506,881,lesson_started,2025-12-23 13:25:59.670035
10507,6404,quiz_submitted,2025-01-20 06:05:03.350097
10508,5624,lesson_started,2025-09-24 03:54:08.538987
10509,11052,lesson_started,2025-06-11 10:30:20.730933
10510,10025,doubt_raised,2025-02-23 11:36:47.550278
10511,7108,lesson_started,2025-10-10 17:41:30.914740
10512,12621,lesson_completed,2025-08-12 15:40:56.842654
10513,13850,quiz_submitted,2025-04-01 08:17:20.309029
10514,6494,quiz_submitted,2025-11-23 10:55:53.399974
10515,2550,lesson_completed,2025-05-18 17:50:53.397382
10516,8925,quiz_submitted,2025-02-17 21:41:36.734108
10517,8828,quiz_submitted,2025-02-06 11:10:06.569723
10518,1588,lesson_started,2025-11-02 18:26:30.327403
10519,2211,video_completed,2025-07-05 21:03:39.734325
10520,972,lesson_started,2025-12-21 00:45:18.059665
10521,3867,quiz_submitted,2025-10-03 17:00:40.704543
10522,6061,lesson_started,2025-07-06 02:37:46.337566
10523,6787,quiz_submitted,2025-09-19 23:37:09.081734
10524,11808,lesson_started,2025-01-26 20:31:46.411625
10525,10733,lesson_started,2025-02-15 15:50:25.055368
10526,10869,quiz_submitted,2025-05-10 15:45:54.583692
10527,7080,lesson_started,2025-09-11 02:42:36.680152
10528,11481,lesson_started,2025-11-05 01:46:12.340401
10529,13433,video_completed,2025-05-20 05:32:11.961885
10530,11130,video_completed,2025-10-22 05:30:35.479618
10531,1014,doubt_raised,2025-01-01 14:14:09.623394
10532,12885,lesson_completed,2025-05-31 17:08:52.421055
10533,10796,quiz_submitted,2025-10-25 11:26:57.748416
10534,12436,lesson_started,2025-03-09 21:44:16.975895
10535,5619,video_completed,2025-02-25 00:38:28.744867
10536,11549,lesson_completed,2025-11-20 15:18:52.766155
10537,5982,doubt_raised,2025-01-19 09:38:50.606869
10538,6264,video_completed,2025-02-03 07:18:24.775567
10539,6224,lesson_completed,2025-07-03 14:11:28.581897
10540,9619,video_completed,2025-05-27 19:26:55.530666
10541,14711,lesson_started,2025-03-28 00:04:02.589262
10542,13140,lesson_completed,2025-12-05 08:42:50.229593
10543,1618,video_completed,2025-10-14 09:43:30.222853
10544,5011,video_completed,2025-09-30 13:57:03.730621
10545,2364,quiz_submitted,2025-05-26 09:47:39.397608
10546,4548,lesson_started,2025-01-17 09:26:27.305399
10547,761,lesson_completed,2025-05-31 12:54:34.081123
10548,5914,lesson_started,2025-10-18 02:36:51.820305
10549,3453,lesson_completed,2025-02-05 02:53:46.415641
10550,12140,doubt_raised,2025-05-14 11:41:22.627679
10551,7775,lesson_completed,2025-11-02 19:24:47.579845
10552,14314,doubt_raised,2025-06-15 10:14:20.606302
10553,2878,lesson_completed,2025-08-06 21:06:54.706308
10554,12317,video_completed,2025-07-30 08:16:19.644454
10555,10272,lesson_completed,2025-05-19 03:31:01.329788
10556,6087,video_completed,2025-04-27 05:08:07.398536
10557,3436,lesson_completed,2025-08-11 17:26:01.507640
10558,8518,video_completed,2025-12-03 01:57:23.562660
10559,5642,lesson_completed,2025-11-04 03:17:27.504767
10560,4235,video_completed,2025-10-25 19:16:36.420356
10561,11800,video_completed,2025-01-01 22:21:35.484946
10562,868,lesson_completed,2025-06-10 09:12:51.337639
10563,2024,quiz_submitted,2025-12-04 11:27:36.299767
10564,4706,video_completed,2025-07-18 22:29:50.871809
10565,977,lesson_completed,2025-03-10 08:20:37.554487
10566,1853,quiz_submitted,2025-12-10 16:54:52.316812
10567,9113,lesson_completed,2025-01-27 13:51:48.396380
10568,4241,lesson_started,2025-01-06 12:54:10.890761
10569,9937,video_completed,2025-09-28 10:30:56.782139
10570,11013,video_completed,2025-02-22 18:19:37.749832
10571,13930,lesson_completed,2025-08-23 11:33:57.924857
10572,10473,lesson_completed,2025-07-23 07:45:16.142301
10573,13798,quiz_submitted,2025-07-12 00:38:34.282360
10574,11296,lesson_started,2025-06-18 08:09:07.628501
10575,8645,quiz_submitted,2025-11-03 19:02:11.446533
10576,3900,lesson_started,2025-03-02 11:39:28.386150
10577,11165,lesson_completed,2025-08-27 13:00:54.133732
10578,6463,quiz_submitted,2025-10-24 14:17:50.798212
10579,1659,lesson_started,2025-04-27 09:07:49.551371
10580,14402,lesson_completed,2025-05-29 23:15:03.683468
10581,3878,lesson_started,2025-06-08 01:40:01.251539
10582,2613,lesson_completed,2025-07-16 22:32:36.311737
10583,5173,lesson_completed,2025-11-18 01:50:16.606762
10584,10563,quiz_submitted,2025-12-22 09:07:11.955960
10585,7442,video_completed,2025-04-09 17:11:25.880849
10586,12866,quiz_submitted,2025-12-03 17:57:43.428072
10587,1767,lesson_completed,2025-04-17 09:08:23.096513
10588,9518,lesson_started,2025-12-21 08:16:21.454456
10589,306,doubt_raised,2025-11-21 12:33:15.566616
10590,10960,lesson_started,2025-01-26 05:10:43.472736
10591,6721,lesson_started,2025-09-01 02:12:24.600208
10592,164,lesson_completed,2025-06-10 23:46:19.620461
10593,9723,doubt_raised,2025-02-12 10:42:25.929379
10594,11559,lesson_started,2025-11-08 02:42:37.452247
10595,5082,lesson_completed,2025-06-29 07:45:52.367587
10596,2890,video_completed,2025-10-23 09:36:08.897547
10597,2525,lesson_started,2025-01-13 00:19:09.205634
10598,8676,lesson_started,2025-09-02 08:08:54.419873
10599,9374,doubt_raised,2025-05-28 19:50:09.195710
10600,10371,video_completed,2025-12-19 12:46:57.930574
10601,6614,lesson_completed,2025-02-19 18:09:30.049651
10602,4962,quiz_submitted,2025-01-10 16:39:23.288566
10603,7815,lesson_completed,2025-07-04 14:05:17.212859
10604,1516,quiz_submitted,2025-08-22 15:40:11.167292
10605,10886,lesson_started,2025-03-28 02:24:39.782123
10606,11405,video_completed,2025-10-10 16:33:54.222844
10607,2625,lesson_completed,2025-05-26 10:03:28.750585
10608,13140,lesson_completed,2025-12-05 08:34:41.818120
10609,12241,lesson_started,2025-04-03 10:38:10.001308
10610,959,lesson_started,2025-06-11 15:45:25.320999
10611,14578,lesson_started,2025-07-22 07:59:22.237321
10612,12972,lesson_completed,2025-09-20 11:57:08.320187
10613,609,lesson_started,2025-11-15 12:13:42.867841
10614,7630,lesson_started,2025-01-09 18:28:35.165193
10615,13835,video_completed,2025-10-18 14:24:28.821596
10616,2232,quiz_submitted,2025-01-11 05:55:32.470931
10617,6950,doubt_raised,2025-07-11 01:27:02.103362
10618,840,lesson_completed,2025-08-09 16:53:08.315841
10619,4327,quiz_submitted,2025-09-23 17:02:51.652136
10620,1672,quiz_submitted,2025-11-26 04:10:10.942310
10621,14217,lesson_completed,2025-10-24 06:57:20.377136
10622,6856,lesson_completed,2025-10-04 15:28:01.956253
10623,6277,lesson_completed,2025-12-17 14:20:42.925970
10624,6994,doubt_raised,2025-08-11 07:22:27.671039
10625,1746,lesson_started,2025-07-21 09:42:49.050822
10626,3194,lesson_completed,2025-09-01 07:22:44.315475
10627,45,doubt_raised,2025-10-08 03:00:54.735632
10628,7999,video_completed,2025-04-30 18:37:02.847893
10629,5212,lesson_started,2025-08-13 12:18:22.589197
10630,2903,lesson_completed,2025-09-01 04:36:02.403595
10631,613,video_completed,2025-04-11 11:25:22.238758
10632,11880,quiz_submitted,2025-01-25 22:34:21.562421
10633,13446,lesson_completed,2025-09-08 22:04:01.375551
10634,7236,lesson_completed,2025-11-16 18:54:08.335876
10635,2740,lesson_completed,2025-05-25 06:25:58.049402
10636,8144,video_completed,2025-06-25 06:57:52.331545
10637,5262,lesson_started,2025-12-05 22:05:48.322059
10638,8976,video_completed,2025-05-21 03:28:56.271016
10639,14535,lesson_started,2025-08-15 01:25:06.190990
10640,11202,quiz_submitted,2025-06-21 11:10:25.790824
10641,237,quiz_submitted,2025-12-08 05:35:16.665288
10642,404,video_completed,2025-10-30 13:07:35.303003
10643,10825,quiz_submitted,2025-10-28 11:18:49.006423
10644,1803,doubt_raised,2025-01-18 02:48:35.003167
10645,13488,doubt_raised,2025-04-12 00:54:48.748987
10646,5453,lesson_completed,2025-02-23 15:31:23.472767
10647,1725,lesson_started,2025-02-03 08:43:31.546674
10648,888,quiz_submitted,2025-01-05 15:56:01.424465
10649,4856,quiz_submitted,2025-03-04 23:05:49.767416
10650,8910,doubt_raised,2025-05-28 17:15:31.589660
10651,13229,quiz_submitted,2025-08-23 10:12:39.256458
10652,12283,lesson_started,2025-01-01 09:13:03.924986
10653,240,lesson_completed,2025-05-09 20:33:09.739598
10654,9806,video_completed,2025-11-23 03:23:01.167179
10655,6753,doubt_raised,2025-06-09 08:54:47.920465
10656,12237,lesson_started,2025-06-04 14:14:18.969833
10657,6641,doubt_raised,2025-08-05 18:51:24.359889
10658,6181,lesson_completed,2025-02-13 19:47:24.155642
10659,4453,lesson_completed,2025-07-16 23:27:42.629107
10660,10957,lesson_started,2025-11-14 23:43:39.221905
10661,12525,doubt_raised,2025-03-08 04:32:39.476602
10662,11736,doubt_raised,2025-12-11 14:23:20.464563
10663,1432,lesson_completed,2025-10-04 07:14:03.267942
10664,1060,video_completed,2025-05-14 13:43:17.230131
10665,14287,lesson_started,2025-02-04 03:40:15.646488
10666,8061,lesson_started,2025-12-25 02:51:33.267358
10667,5723,lesson_completed,2025-04-28 01:34:50.743276
10668,11884,lesson_started,2025-05-17 13:36:56.262061
10669,2352,lesson_started,2025-02-08 17:48:18.488123
10670,807,quiz_submitted,2025-01-28 02:36:36.676409
10671,2871,lesson_completed,2025-12-23 22:37:01.363143
10672,10283,lesson_completed,2025-09-22 08:54:02.351396
10673,13595,video_completed,2025-07-16 23:13:36.747264
10674,4138,lesson_started,2025-09-19 05:58:56.531676
10675,13419,lesson_completed,2025-11-30 11:46:46.550327
10676,5781,video_completed,2025-08-04 23:45:05.862954
10677,150,lesson_completed,2025-08-07 09:35:34.691571
10678,10728,video_completed,2025-02-22 03:24:12.769588
10679,13275,lesson_completed,2025-03-18 03:04:57.263636
10680,12708,lesson_started,2025-09-23 08:26:02.698432
10681,4613,lesson_started,2025-02-16 16:30:31.069888
10682,2488,quiz_submitted,2025-01-21 15:48:31.563226
10683,74,lesson_completed,2025-01-15 16:38:48.000862
10684,6245,lesson_started,2025-06-30 20:01:19.806235
10685,10283,quiz_submitted,2025-09-22 07:42:06.715700
10686,10902,video_completed,2025-05-22 18:29:06.043541
10687,4758,doubt_raised,2025-01-19 05:04:38.256789
10688,1090,quiz_submitted,2025-10-21 16:40:50.120358
10689,14554,lesson_started,2025-10-16 13:45:48.685407
10690,4221,quiz_submitted,2025-10-21 12:40:52.687250
10691,11738,lesson_completed,2025-08-17 07:25:51.694415
10692,12543,lesson_started,2025-09-21 11:59:41.626214
10693,13111,lesson_started,2025-10-14 09:27:51.690077
10694,9269,lesson_completed,2025-09-24 04:54:33.264566
10695,4861,lesson_completed,2025-12-22 08:38:49.841241
10696,7526,video_completed,2025-07-11 17:09:17.828871
10697,11400,lesson_completed,2025-08-23 19:08:13.748358
10698,4278,video_completed,2025-10-25 12:57:57.715373
10699,13052,lesson_completed,2025-04-07 05:01:47.613414
10700,10441,lesson_completed,2025-10-13 22:55:06.234896
10701,2230,lesson_completed,2025-03-29 05:50:50.750145
10702,10230,video_completed,2025-03-08 01:26:27.922972
10703,12772,lesson_started,2025-09-25 03:07:42.860486
10704,7339,lesson_started,2025-09-16 01:12:35.615722
10705,10255,lesson_started,2025-12-13 10:01:39.227895
10706,8511,quiz_submitted,2025-03-07 05:01:35.188197
10707,11560,lesson_started,2025-12-23 15:16:29.660602
10708,1318,lesson_started,2025-09-27 03:39:27.943701
